"Keyword","Type","Volume","KD","Cluster","Article Angle","Priority","Content Target","Status"
"gifts for martini lovers","Informational, Commercial","320","9","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for second time moms","Commercial","320","9","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for yoga teachers","Commercial","320","9","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"good whiskey for a gift","Commercial","320","9","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"great gifts for female boss","Commercial","320","9","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"halloween gift ideas for adults","Commercial","320","9","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"name for god's gift","Informational","320","9","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"unique gifts for gardeners","Commercial","320","9","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best gift for college student","Commercial","260","9","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best gifts for 3 yr olds","Commercial","260","9","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best gifts for lawyers","Commercial","260","9","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"cool gifts for mechanics","Commercial","260","9","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift baskets for gardeners","Commercial","260","9","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift baskets ideas for raffles","Informational","260","9","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"easter gifts for adults","Commercial","4400","10","Commercial Investigation","Gift Guide — Standard","Primary","Blog Article","Unassigned"
"easter gift ideas for adults","Informational","1900","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for college boys","Informational, Commercial","1900","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for firefighters","Commercial","1300","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for guitarists","Commercial","1300","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift suggestions for st. patrick's day","Informational","880","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for cops","Commercial","880","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift cards for pastors","Commercial","720","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for birders","Commercial","720","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for deer hunters","Commercial","590","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for the crafter","Commercial","590","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"chicken gifts for chicken lovers","Commercial","480","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift for bird lovers","Commercial","480","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for chicken lovers","Commercial","480","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for commuters","Commercial","480","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for designers","Informational","480","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for post surgery","Commercial","480","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for teen girls 2024","Commercial","480","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"ideas for new job gifts","Commercial","480","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"snoopy gifts for adults","Commercial","480","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best gift for great grandma","Commercial","390","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"bird gifts for bird lovers","Commercial","390","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift for a writer","Commercial","390","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift for music lover","Informational, Commercial","390","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for gin lovers","Commercial","390","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for science lovers","Commercial","390","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"great gifts for a pregnant woman","Commercial","390","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"bachelorette gifts for guests","Commercial","320","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best gifts for pilots","Commercial","320","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"education gifts for 7 year olds","Commercial","320","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"experience gifts for preschoolers","Informational","320","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for coffee","Commercial","320","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for an architect","Informational","320","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for bartenders","Informational","320","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for chicken owners","Commercial","320","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for creative types","Commercial","320","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for grandchildren from grandparents","Commercial","320","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for missionaries","Commercial","320","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for native american","Informational, Commercial","320","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for people in nursing homes","Commercial","320","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for scotch lovers","Informational","320","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"good gift cards for guys","Informational, Commercial","320","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"good scotch for gift","Commercial","320","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"luxury gifts for 50 year old man","Informational","320","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"luxury gifts for corporate","Commercial","320","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"nice scotch for gift","Commercial","320","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"xmas gift for expecting mom","Commercial","320","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"xmas gifts for expecting mother","Commercial","320","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"appreciation gifts for volunteers","Commercial","260","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"cool gifts for guys who like to cook","Commercial","260","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"cool gifts for pilots","Commercial","260","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift for birdwatchers","Commercial","260","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift for nursing student","Commercial","260","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift for senior women","Commercial","260","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for a mother to be","Commercial","260","10","Commercial Investigation","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
